Institutions,Date,Title,Subject Area,Journal,Link
"Korea University","2025-08-22","Who Benefits the Most from Sleep Hygiene Education? Findings from the SLeep Education for Everyone Program (SLEEP)","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40843664/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Technical report on the first clinical use of a bioabsorbable PGA spacer in HDR brachytherapy for recurrent cervical cancer","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40843614/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Direct kneading of thermo-softening pulp towards producing sustainable tough composites of wood nanocellulose and polycaprolactone","Multidisciplinary","Cell","https://pubmed.ncbi.nlm.nih.gov/40843606/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","The gut contractile organoid for studying the gut motility regulated by coordinating signals between interstitial cells of Cajal and smooth muscles","Neuroscience","cell","https://pubmed.ncbi.nlm.nih.gov/40843588/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Regulation of the frontier molecular orbitals and photophysical properties of boron tropolonate complexes by regioselective functionalization","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40843534/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Does intraspecific variation in juvenile Late Cretaceous ammonoids correlate with their systematic position, longevity and paleogeography?","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40843208/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","<em>Helicobacter pylori</em> base-excision restriction enzyme in stomach carcinogenesis","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40842971/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Loading Rate in Single-Leg Drop Landing: Associations With Risk Factors for Ankle Sprain","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842799/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Association of patient, physician and visit characteristics with inappropriate antibiotic prescribing in Japanese primary care: a cross-sectional study","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40842720/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Multinuclear Cu <sub><em>n</em></sub> S <sub><em>m</em></sub> clusters encapsulated by aromatic micelles as aqueous red-to-NIR phosphorescent ink","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40842697/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Supramolecular conformational control of photolability in polymer networks crosslinked with a kinetically stable pseudo[1]rotaxane based on a coumarinylmethyl ester","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40842688/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","The relationship between radiotherapy dose and cognitive outcomes in functional brain network hubs of glioma patients with predominantly left frontal lobe lesions","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40842644/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Dialysis independence for a young patient with refractory multiple myeloma treated with teclistamab: A case report","Biomedical","cell","https://pubmed.ncbi.nlm.nih.gov/40842465/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Performance of serum gelsolin as a biomarker for mucosal activity in Crohn's disease: a comparison with C-reactive protein","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40842461/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","Telehealth in palliative care settings: A systematic review of argument-based ethics literature","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842413/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","The role of ecological niche and seed mass in macroevolution of germination tolerance to salinity","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842279/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"Korea University","2025-08-22","MUTE-Seq: An Ultrasensitive Method for Detecting Low-Frequency Mutations in cfDNA With Engineered Advanced-Fidelity FnCas9","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40842147/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=12guA9dSu1tGGvNP7mhhDa45fpbWpGPzILFj69wJJFdG48xkuI&fc=20250822205125&ff=20250824151738&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Integrating artificial intelligence and optogenetics for Parkinson's disease diagnosis and therapeutics in male mice","Computer Science","","https://pubmed.ncbi.nlm.nih.gov/40841722/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Publisher Correction: fNIRS reproducibility varies with data quality, analysis pipelines, and researcher experience","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40841463/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Validation and standardization of the content of three di-caffeoylquinic acid in Korean Ligularia fischeri by region of origin","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40841405/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Particulate matter-induced lung cancer metastasis is inhibited by ginsenoside Rg3","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40841037/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Beauvericin disrupts G2/M transition and induces meiotic arrest during mouse oocyte maturation","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40840853/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Effectiveness and safety of light therapy for treating primary dysmenorrhea: A systematic review and meta-analysis of randomized controlled trials","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40840565/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Evaluation of different hindfoot kinematics according to various shoe types during walking using biplanar fluoroscopy","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40840257/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","How do the drivers react to different C-V2X-based communication conditions in dilemma zones? A driving simulator study","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40840241/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Interpretability-driven deep learning for SERS-based classification of respiratory viruses","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40840132/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Multi-omics single-cell analysis reveals key regulators of HIV-1 persistence and aberrant host immune responses in early infection","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40838493/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Model-Informed Optimal Dosing of Anti-CD47 Antibody Using Target-Mediated Drug Disposition Model","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40841178/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST & POSTECH","2025-08-21","Nanoscale Epigenetic Profiling of Colorectal Cancer Cell-Derived Exosomes via Single-Vesicle Nanoscopy","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40838455/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Scalable Roll-to-Roll Approach for Encapsulating Long-Length Flexible Printed Circuit Boards","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40838374/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","<em>Aster spathulifolius</em> Maxim. Alleviates Primary Dysmenorrhea in a Mouse Model by Modulating Myometrial Contractions via NF-κB/COX-2 Pathway Inhibition","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40838175/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST & POSTECH","2025-08-21","Nationwide Machine Learning-Ensemble PM<sub>2.5</sub> Mapping Prediction and Forecasting Models in South Korea with High Spatiotemporal Resolution and Health Risk Estimation-Based Evaluations","Computer Science","","https://pubmed.ncbi.nlm.nih.gov/40837693/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-21","Vibration, current, torque, RPM dataset for multiple fault conditions in industrial-scale electric motors under randomized speed and load variations","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40837478/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"SNU","2025-08-21","Incorporating data from multiple ongoing trials for Bayesian two-stage phase II single-arm studies","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40838464/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1bo4uOs-bB_ZLOeoRMDuMyKrqOCTTJrR8i4c8aBDtpAcbJ09ch&fc=20250822163228&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-21","The N-terminal order-disorder transition is a critical determinant for a metamorphosis of IscU","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40840734/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"KAIST","2025-08-20","CX3CR1+ macrophages interact with HSCs to promote HCC through CD8+ T-cell suppression","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40833997/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1lGTpA7S74whuNVC_kQy0F4ncgCxeB9B9U0hbi6Wldiv2cIgV2&fc=20250822163126&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-20","Quantum Dot Composite Colloids with Layer-by-Layer Shells: Biological Self-Assemblies for Signal Amplified Detection","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40832986/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-20","Tuning surface oxides on PdIn(111) alloys for selective CO<sub>2</sub> activation pathways at ambient pressure","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40832874/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-19","Enhanced condensation of photoelectrothermally heated vapors using a superhydrophilic surface","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40829269/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-19","Power-efficiency trade-off for the finite-time quantum harmonic Otto heat engine via a phase-space approach","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40826607/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-19","Different behaviors of diffusing diffusivity dynamics based on three different definitions of fractional Brownian motion","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40826575/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-18","Slippery Behavior of PEGylated Surfaces","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40823786/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-17","Achromatic beam deflector with electrodynamic phased arrays","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40820169/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-15","Selective reduction in epitaxial SrFe<sub>0.5</sub>Co<sub>0.5</sub>O<sub>2.5</sub> and its reversibility","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40817324/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-15","Retraction notice to ""Ti<sub>3</sub>C<sub>2</sub>Tx MXene@MOF decorated polyvinylidene fluoride membrane for the remediation of heavy metals ions and desalination"" [Chemosphere 311, Part 2, January 2023, 137191]","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40816975/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-15","Strategic Structural Modification of Quinoxaline-Based D-A-Type Polymers via Tuning Electron-Withdrawing Substituents for Photovoltaic Applications","Materials Science","cell","https://pubmed.ncbi.nlm.nih.gov/40814255/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-14","Corrigendum to 'Development of a Technique for Diagnosis and Screening of Superficial Bladder Cancer by Cell-Pellet DNA From Urine Sample' [Laboratory Investigation 105 (2025) 104124]","Cancer Research","","https://pubmed.ncbi.nlm.nih.gov/40812091/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-14","Hierarchical chiral supramolecular assemblies with strong and invertible chiroptical properties","Materials Science","cell","https://pubmed.ncbi.nlm.nih.gov/40811555/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-14","Cryogenic Tensile Strength of 1.6 GPa in a Precipitation-Hardened (NiCoCr)<sub>99.25</sub>C<sub>0.75</sub> Medium-Entropy Alloy Fabricated via Laser Powder Bed Fusion","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40805533/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-13","Beyond the gut: decoding the gut-immune-brain axis in health and disease","Neuroscience","","https://pubmed.ncbi.nlm.nih.gov/40804450/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-13","Isoreticular moiré metal-organic frameworks with quasiperiodicity","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40804040/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-13","Photon-Primed Organic Electrosynthesis Enabled by Oxidation of Photon-Induced Intermediates","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40802964/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-13","Chiral Porous Sheet Assembly for Multiple Chirality Induction in Macrocycle Formation","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40802674/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-13","Synergistic Combination of Tamoxifen-Tetraphenylethylene Co-Assembled Micelles and Orlistat-Induced Lipid Droplet Inhibition to Overcome Tamoxifen Resistance","Cancer Research","cell","https://pubmed.ncbi.nlm.nih.gov/40801177/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-12","Phase Transitions in an Expanding Medium: Hot Remnants","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40794067/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-12","Tuning the Electrical Properties through Metal-Ion-Mediated Assembly in Au<sub>25</sub> Nanocluster-Based Frameworks","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40793876/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-11","The Analgesic and Antispastic Effects of Epidural Spinal Stimulation Depending on the Frequency and Intensity After Spinal Cord Injury","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40788248/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-11","Quantitative Control of Oxygen Non-Stoichiometry and Negative Raman Chemical Shift During Topotactic Phase Transition in a Ca-Doped BiFeO<sub>3</sub> Thin-Film","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40787886/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-11","Microwave-Driven Crystallographic Alignment for Producing Metal (M) Thin Films with Highly-Oriented M(111) Surface","Materials Science","","https://pubmed.ncbi.nlm.nih.gov/40787864/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-11","Functional Recovery in Active-Duty Military Personnel Following a Novel, Self-applicable, Stepwise, Target-Oriented Protocol for Lateral Ankle Sprain: A Prospective Cohort Study","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40785775/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-10","Removal efficiency and microbial community shifts in full-scale versus laboratory-scale bank filtration systems using horizontal collector wells","Multidisciplinary","","https://pubmed.ncbi.nlm.nih.gov/40784169/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-09","DeepISLES: a clinically validated ischemic stroke segmentation model from the ISLES'22 challenge","Biomedical","","https://pubmed.ncbi.nlm.nih.gov/40783484/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
"POSTECH","2025-08-09","Human MAIT cells undergo clonal selection and expansion during thymic maturation and aging","Multidisciplinary","cell","https://pubmed.ncbi.nlm.nih.gov/40781543/?utm_source=Other&utm_medium=rss&utm_campaign=pubmed-2&utm_content=1ZyzHXV_xuJMd_mA0Sq1F0U-jUGJIU2JUAtLtKea9s3vCCDMAg&fc=20250822201839&ff=20250824151739&v=2.18.0.post9+e462414"
